ds,frequency
2021-03-09 19:46:00,132
2021-03-10 05:08:00,132
2021-03-10 04:09:00,132
2021-03-09 21:18:00,132
2021-03-10 04:31:00,132
2021-03-09 04:35:00,132
2021-03-09 02:13:00,132
2021-03-09 04:13:00,132
2021-03-10 05:38:00,132
2021-03-10 03:41:00,132
2021-03-09 01:41:00,132
2021-03-09 20:56:00,132
2021-03-09 03:11:00,132
2021-03-10 04:14:00,132
2021-03-09 20:59:00,132
2021-03-10 05:45:00,132
2021-03-10 05:39:00,131
2021-03-09 01:59:00,131
2021-03-09 21:06:00,131
2021-03-09 04:18:00,131
2021-03-10 04:02:00,131
2021-03-09 04:44:00,131
2021-03-09 04:24:00,131
2021-03-09 02:06:00,131
2021-03-09 22:29:00,131
2021-03-09 05:28:00,130
2021-03-10 05:43:00,130
2021-03-10 06:04:00,130
2021-03-10 05:49:00,130
2021-03-10 04:59:00,130
2021-03-09 02:56:00,130
2021-03-09 19:45:00,130
2021-03-10 06:35:00,130
2021-03-10 05:02:00,130
2021-03-10 06:13:00,130
2021-03-09 22:58:00,130
2021-03-09 23:24:00,130
2021-03-10 06:55:00,130
2021-03-10 05:07:00,130
2021-03-10 06:45:00,130
2021-03-08 22:58:00,129
2021-03-10 04:53:00,129
2021-03-10 05:03:00,129
2021-03-09 21:40:00,129
2021-03-10 06:30:00,129
2021-03-10 06:16:00,129
2021-03-10 04:29:00,129
2021-03-09 05:14:00,129
2021-03-09 05:02:00,129
2021-03-08 21:01:00,129
2021-03-10 08:30:00,129
2021-03-09 04:46:00,129
2021-03-09 02:14:00,129
2021-03-08 21:00:00,129
2021-03-09 01:03:00,129
2021-03-10 04:56:00,129
2021-03-09 05:24:00,128
2021-03-09 05:15:00,128
2021-03-09 19:50:00,128
2021-03-09 21:07:00,128
2021-03-09 02:49:00,128
2021-03-10 03:09:00,128
2021-03-09 05:05:00,128
2021-03-10 05:11:00,128
2021-03-08 22:56:00,128
2021-03-09 06:33:00,128
2021-03-09 05:38:00,128
2021-03-09 20:23:00,128
2021-03-09 05:07:00,128
2021-03-09 03:08:00,128
2021-03-09 21:16:00,127
2021-03-09 03:59:00,127
2021-03-09 06:00:00,127
2021-03-10 03:07:00,127
2021-03-08 23:01:00,127
2021-03-10 02:38:00,127
2021-03-10 02:22:00,127
2021-03-08 22:55:00,127
2021-03-09 01:48:00,127
2021-03-10 03:31:00,127
2021-03-09 03:31:00,127
2021-03-09 02:32:00,127
2021-03-10 04:24:00,127
2021-03-09 05:39:00,127
2021-03-09 04:21:00,127
2021-03-09 20:01:00,127
2021-03-09 02:50:00,127
2021-03-09 01:49:00,127
2021-03-10 06:50:00,127
2021-03-09 02:33:00,126
2021-03-09 03:26:00,126
2021-03-10 03:43:00,126
2021-03-09 06:15:00,126
2021-03-10 05:35:00,126
2021-03-09 01:58:00,126
2021-03-09 20:58:00,126
2021-03-09 03:27:00,126
2021-03-09 05:54:00,126
2021-03-10 07:45:00,126
2021-03-10 04:13:00,126
2021-03-09 03:22:00,126
2021-03-09 20:40:00,126
2021-03-09 04:23:00,126
2021-03-09 19:30:00,126
2021-03-09 04:16:00,126
2021-03-10 02:49:00,126
2021-03-09 01:43:00,126
2021-03-09 21:08:00,125
2021-03-09 01:33:00,125
2021-03-09 05:03:00,125
2021-03-10 06:15:00,125
2021-03-09 02:51:00,125
2021-03-09 03:19:00,125
2021-03-09 04:37:00,125
2021-03-09 04:58:00,125
2021-03-09 20:03:00,125
2021-03-10 05:47:00,125
2021-03-08 21:46:00,125
2021-03-09 06:25:00,125
2021-03-10 05:42:00,125
2021-03-10 05:53:00,125
2021-03-08 22:47:00,125
2021-03-10 04:20:00,125
2021-03-10 04:34:00,125
2021-03-09 05:45:00,125
2021-03-09 20:12:00,125
2021-03-10 08:08:00,125
2021-03-09 06:20:00,125
2021-03-10 07:40:00,124
2021-03-09 05:09:00,124
2021-03-09 20:55:00,124
2021-03-09 21:01:00,124
2021-03-10 06:08:00,124
2021-03-09 05:20:00,124
2021-03-09 05:37:00,124
2021-03-09 04:25:00,124
2021-03-09 03:51:00,124
2021-03-10 07:18:00,124
2021-03-09 04:59:00,124
2021-03-09 19:12:00,124
2021-03-09 21:20:00,124
2021-03-10 05:55:00,124
2021-03-10 03:12:00,124
2021-03-09 04:26:00,124
2021-03-09 20:22:00,124
2021-03-09 03:41:00,124
2021-03-09 02:35:00,124
2021-03-08 22:18:00,124
2021-03-09 20:46:00,124
2021-03-10 08:01:00,124
2021-03-09 01:11:00,123
2021-03-09 20:11:00,123
2021-03-09 21:46:00,123
2021-03-09 20:48:00,123
2021-03-10 04:39:00,123
2021-03-10 03:13:00,123
2021-03-09 06:05:00,123
2021-03-09 06:11:00,123
2021-03-09 04:55:00,123
2021-03-09 19:15:00,123
2021-03-09 20:10:00,123
2021-03-10 05:56:00,123
2021-03-09 03:52:00,123
2021-03-09 04:49:00,123
2021-03-10 04:44:00,123
2021-03-10 04:38:00,123
2021-03-10 05:32:00,123
2021-03-10 06:46:00,123
2021-03-08 22:36:00,123
2021-03-08 22:20:00,123
2021-03-10 04:50:00,123
2021-03-09 19:52:00,123
2021-03-09 22:03:00,123
2021-03-09 19:58:00,123
2021-03-09 03:58:00,123
2021-03-09 20:05:00,123
2021-03-09 20:26:00,122
2021-03-09 05:36:00,122
2021-03-09 01:12:00,122
2021-03-09 04:38:00,122
2021-03-09 06:34:00,122
2021-03-09 03:35:00,122
2021-03-10 03:46:00,122
2021-03-10 06:17:00,122
2021-03-09 20:54:00,122
2021-03-10 05:17:00,122
2021-03-09 06:16:00,122
2021-03-09 05:13:00,122
2021-03-10 07:01:00,122
2021-03-09 05:22:00,122
2021-03-10 05:44:00,122
2021-03-09 02:41:00,122
2021-03-08 21:14:00,121
2021-03-09 01:29:00,121
2021-03-09 19:40:00,121
2021-03-09 03:39:00,121
2021-03-10 07:54:00,121
2021-03-10 07:19:00,121
2021-03-09 06:06:00,121
2021-03-09 06:02:00,121
2021-03-09 01:04:00,121
2021-03-09 03:45:00,121
2021-03-09 06:18:00,121
2021-03-10 05:22:00,121
2021-03-09 06:36:00,121
2021-03-10 05:34:00,121
2021-03-10 08:00:00,121
2021-03-09 04:04:00,121
2021-03-10 05:40:00,121
2021-03-08 22:02:00,121
2021-03-09 06:31:00,120
2021-03-09 03:25:00,120
2021-03-09 19:35:00,120
2021-03-08 21:52:00,120
2021-03-10 03:14:00,120
2021-03-09 06:40:00,120
2021-03-09 06:14:00,120
2021-03-10 06:14:00,120
2021-03-10 06:06:00,120
2021-03-09 05:43:00,120
2021-03-09 05:19:00,120
2021-03-09 20:18:00,120
2021-03-09 20:53:00,120
2021-03-08 22:42:00,119
2021-03-08 20:00:00,119
2021-03-08 22:28:00,119
2021-03-09 20:34:00,119
2021-03-09 04:03:00,119
2021-03-09 20:29:00,119
2021-03-10 02:59:00,119
2021-03-10 05:25:00,119
2021-03-08 21:51:00,119
2021-03-09 06:50:00,119
2021-03-10 05:48:00,119
2021-03-09 20:52:00,119
2021-03-10 09:51:00,119
2021-03-10 07:05:00,119
2021-03-09 08:00:00,119
2021-03-09 20:16:00,119
2021-03-09 06:19:00,119
2021-03-09 20:06:00,119
2021-03-09 03:24:00,119
2021-03-09 20:04:00,118
2021-03-10 09:34:00,118
2021-03-10 07:12:00,118
2021-03-10 02:27:00,118
2021-03-10 05:58:00,118
2021-03-09 02:40:00,118
2021-03-09 09:30:00,118
2021-03-09 06:01:00,118
2021-03-09 06:48:00,118
2021-03-10 05:29:00,118
2021-03-09 04:41:00,118
2021-03-09 19:33:00,118
2021-03-10 05:51:00,118
2021-03-09 07:05:00,118
2021-03-10 08:55:00,118
2021-03-08 22:21:00,118
2021-03-09 04:33:00,118
2021-03-09 03:18:00,118
2021-03-09 19:02:00,118
2021-03-09 05:33:00,118
2021-03-09 06:42:00,118
2021-03-09 21:27:00,118
2021-03-09 05:35:00,118
2021-03-10 07:44:00,118
2021-03-09 06:09:00,117
2021-03-08 22:10:00,117
2021-03-09 06:17:00,117
2021-03-09 01:54:00,117
2021-03-09 08:30:00,117
2021-03-10 06:05:00,117
2021-03-10 06:21:00,117
2021-03-08 22:16:00,117
2021-03-08 21:56:00,117
2021-03-10 03:17:00,117
2021-03-09 03:46:00,117
2021-03-09 04:07:00,117
2021-03-09 05:52:00,117
2021-03-10 06:49:00,117
2021-03-09 05:17:00,117
2021-03-08 22:05:00,117
2021-03-10 08:50:00,117
2021-03-08 21:06:00,117
2021-03-09 03:32:00,117
2021-03-10 07:10:00,117
2021-03-08 21:15:00,116
2021-03-08 22:46:00,116
2021-03-09 05:58:00,116
2021-03-09 04:10:00,116
2021-03-09 06:26:00,116
2021-03-09 19:01:00,116
2021-03-09 20:41:00,116
2021-03-10 07:36:00,116
2021-03-09 09:20:00,116
2021-03-09 04:12:00,116
2021-03-09 05:55:00,116
2021-03-10 07:24:00,116
2021-03-10 06:31:00,116
2021-03-09 20:39:00,116
2021-03-10 06:52:00,116
2021-03-09 05:21:00,116
2021-03-09 19:23:00,116
2021-03-08 22:19:00,116
2021-03-09 20:43:00,116
2021-03-09 03:33:00,116
2021-03-10 10:20:00,116
2021-03-10 06:44:00,116
2021-03-09 02:59:00,116
2021-03-09 20:27:00,116
2021-03-08 21:21:00,116
2021-03-10 06:40:00,115
2021-03-10 06:19:00,115
2021-03-10 06:41:00,115
2021-03-09 18:45:00,115
2021-03-10 06:32:00,115
2021-03-09 08:01:00,115
2021-03-10 07:02:00,115
2021-03-10 06:33:00,115
2021-03-08 21:24:00,115
2021-03-08 22:17:00,115
2021-03-09 03:57:00,115
2021-03-10 08:22:00,115
2021-03-08 21:54:00,115
2021-03-10 06:12:00,115
2021-03-10 07:16:00,115
2021-03-10 06:28:00,115
2021-03-09 05:31:00,115
2021-03-08 21:05:00,115
2021-03-09 19:44:00,115
2021-03-08 21:58:00,115
2021-03-09 06:28:00,115
2021-03-09 07:30:00,114
2021-03-10 06:09:00,114
2021-03-09 19:59:00,114
2021-03-08 22:37:00,114
2021-03-10 07:20:00,114
2021-03-09 06:03:00,114
2021-03-09 05:08:00,114
2021-03-09 09:08:00,114
2021-03-09 17:30:00,114
2021-03-09 03:44:00,114
2021-03-10 05:24:00,114
2021-03-09 04:36:00,114
2021-03-09 20:35:00,114
2021-03-09 20:49:00,114
2021-03-08 22:11:00,114
2021-03-09 06:45:00,114
2021-03-09 07:03:00,114
2021-03-09 04:50:00,114
2021-03-10 09:15:00,113
2021-03-10 07:58:00,113
2021-03-09 20:31:00,113
2021-03-09 05:32:00,113
2021-03-09 06:24:00,113
2021-03-08 22:52:00,113
2021-03-09 20:42:00,113
2021-03-09 19:53:00,113
2021-03-09 04:22:00,113
2021-03-09 20:07:00,113
2021-03-10 05:37:00,113
2021-03-08 20:45:00,113
2021-03-09 05:46:00,113
2021-03-09 19:51:00,113
2021-03-09 02:46:00,113
2021-03-10 06:03:00,113
2021-03-10 03:33:00,113
2021-03-09 04:32:00,113
2021-03-08 21:49:00,113
2021-03-09 04:40:00,113
2021-03-09 19:54:00,113
2021-03-10 04:47:00,113
2021-03-08 22:24:00,113
2021-03-10 06:11:00,113
2021-03-09 05:34:00,113
2021-03-08 22:41:00,113
2021-03-09 05:27:00,113
2021-03-10 06:42:00,113
2021-03-10 08:14:00,112
2021-03-09 07:11:00,112
2021-03-08 22:31:00,112
2021-03-08 22:40:00,112
2021-03-09 04:14:00,112
2021-03-09 07:04:00,112
2021-03-09 20:17:00,112
2021-03-09 05:01:00,112
2021-03-09 07:54:00,112
2021-03-10 10:42:00,112
2021-03-08 21:09:00,112
2021-03-09 05:29:00,112
2021-03-10 06:59:00,112
2021-03-09 19:07:00,112
2021-03-09 05:11:00,112
2021-03-10 06:22:00,112
2021-03-10 07:32:00,112
2021-03-08 21:20:00,112
2021-03-09 04:54:00,112
2021-03-09 07:46:00,112
2021-03-10 12:00:00,112
2021-03-10 07:15:00,112
2021-03-09 19:32:00,112
2021-03-10 06:18:00,112
2021-03-09 03:17:00,111
2021-03-09 06:58:00,111
2021-03-08 21:32:00,111
2021-03-08 22:43:00,111
2021-03-10 06:56:00,111
2021-03-09 19:06:00,111
2021-03-09 07:16:00,111
2021-03-09 03:09:00,111
2021-03-09 19:55:00,111
2021-03-10 09:32:00,111
2021-03-10 10:23:00,111
2021-03-09 19:48:00,111
2021-03-09 05:42:00,111
2021-03-09 07:02:00,111
2021-03-10 07:04:00,111
2021-03-09 19:47:00,111
2021-03-09 04:51:00,111
2021-03-09 06:04:00,111
2021-03-09 18:30:00,111
2021-03-10 08:17:00,111
2021-03-09 20:13:00,111
2021-03-09 04:57:00,111
2021-03-08 22:08:00,111
2021-03-10 10:30:00,111
2021-03-08 22:09:00,110
2021-03-10 07:34:00,110
2021-03-08 21:53:00,110
2021-03-09 07:49:00,110
2021-03-10 08:16:00,110
2021-03-08 22:59:00,110
2021-03-10 07:31:00,110
2021-03-09 19:42:00,110
2021-03-09 05:04:00,110
2021-03-09 04:29:00,110
2021-03-09 08:58:00,110
2021-03-10 06:24:00,110
2021-03-10 06:23:00,110
2021-03-10 09:31:00,110
2021-03-10 07:22:00,110
2021-03-10 06:34:00,110
2021-03-09 20:32:00,110
2021-03-10 09:16:00,110
2021-03-09 07:26:00,110
2021-03-08 22:39:00,110
2021-03-09 04:27:00,110
2021-03-08 22:57:00,110
2021-03-10 05:46:00,110
2021-03-09 08:34:00,109
2021-03-09 04:52:00,109
2021-03-09 05:57:00,109
2021-03-09 20:37:00,109
2021-03-09 19:16:00,109
2021-03-09 04:39:00,109
2021-03-09 19:20:00,109
2021-03-10 06:25:00,109
2021-03-09 20:15:00,109
2021-03-09 21:37:00,109
2021-03-10 07:29:00,109
2021-03-08 20:35:00,109
2021-03-10 07:41:00,109
2021-03-09 20:28:00,109
2021-03-09 06:41:00,109
2021-03-08 21:29:00,109
2021-03-08 20:47:00,109
2021-03-08 21:50:00,109
2021-03-10 10:35:00,109
2021-03-10 06:07:00,108
2021-03-10 10:10:00,108
2021-03-08 22:12:00,108
2021-03-08 21:16:00,108
2021-03-09 04:48:00,108
2021-03-09 05:44:00,108
2021-03-08 21:55:00,108
2021-03-08 22:25:00,108
2021-03-09 07:45:00,108
2021-03-08 21:35:00,108
2021-03-09 07:50:00,108
2021-03-09 19:36:00,108
2021-03-09 06:57:00,108
2021-03-10 10:18:00,108
2021-03-10 11:00:00,108
2021-03-10 06:38:00,108
2021-03-08 22:30:00,108
2021-03-09 11:00:00,107
2021-03-10 06:58:00,107
2021-03-08 20:20:00,107
2021-03-09 04:42:00,107
2021-03-09 08:09:00,107
2021-03-09 19:09:00,107
2021-03-10 09:03:00,107
2021-03-10 08:07:00,107
2021-03-09 06:43:00,107
2021-03-10 09:41:00,107
2021-03-09 09:00:00,107
2021-03-09 07:56:00,107
2021-03-09 04:53:00,107
2021-03-08 22:35:00,107
2021-03-10 09:25:00,107
2021-03-08 22:33:00,107
2021-03-10 05:52:00,107
2021-03-09 06:27:00,107
2021-03-09 08:08:00,107
2021-03-09 20:08:00,107
2021-03-10 10:08:00,107
2021-03-10 09:33:00,107
2021-03-09 20:25:00,107
2021-03-09 06:21:00,107
2021-03-10 06:51:00,106
2021-03-09 19:31:00,106
2021-03-09 20:36:00,106
2021-03-09 06:32:00,106
2021-03-10 09:26:00,106
2021-03-10 09:38:00,106
2021-03-08 21:47:00,106
2021-03-08 21:40:00,106
2021-03-08 21:19:00,106
2021-03-09 08:28:00,106
2021-03-09 03:43:00,106
2021-03-09 20:19:00,106
2021-03-09 06:37:00,106
2021-03-09 07:07:00,106
2021-03-10 09:40:00,106
2021-03-09 19:56:00,106
2021-03-09 05:59:00,106
2021-03-09 04:34:00,106
2021-03-08 20:56:00,105
2021-03-09 02:53:00,105
2021-03-08 20:31:00,105
2021-03-09 06:49:00,105
2021-03-08 21:03:00,105
2021-03-08 21:26:00,105
2021-03-08 22:26:00,105
2021-03-10 07:28:00,105
2021-03-10 10:12:00,105
2021-03-09 20:33:00,105
2021-03-10 07:50:00,105
2021-03-10 09:20:00,105
2021-03-09 07:27:00,105
2021-03-10 08:10:00,105
2021-03-09 05:56:00,105
2021-03-10 06:43:00,105
2021-03-10 09:54:00,105
2021-03-10 08:40:00,105
2021-03-09 06:44:00,105
2021-03-10 08:31:00,104
2021-03-08 20:24:00,104
2021-03-09 09:26:00,104
2021-03-08 21:36:00,104
2021-03-10 07:51:00,104
2021-03-09 19:34:00,104
2021-03-09 08:29:00,104
2021-03-10 07:23:00,104
2021-03-09 19:04:00,104
2021-03-10 10:15:00,104
2021-03-10 06:53:00,104
2021-03-09 05:25:00,104
2021-03-09 10:00:00,104
2021-03-09 05:18:00,104
2021-03-10 08:13:00,104
2021-03-10 10:36:00,104
2021-03-08 20:36:00,104
2021-03-10 07:08:00,104
2021-03-10 07:35:00,104
2021-03-10 08:15:00,104
2021-03-08 21:45:00,104
2021-03-09 19:17:00,104
2021-03-09 20:14:00,104
2021-03-08 20:23:00,104
2021-03-10 07:14:00,104
2021-03-08 21:28:00,103
2021-03-09 06:39:00,103
2021-03-10 07:11:00,103
2021-03-10 06:48:00,103
2021-03-09 08:37:00,103
2021-03-08 19:00:00,103
2021-03-08 22:03:00,103
2021-03-08 22:13:00,103
2021-03-10 07:42:00,103
2021-03-09 19:29:00,103
2021-03-09 04:17:00,103
2021-03-10 10:09:00,103
2021-03-09 08:45:00,103
2021-03-08 21:41:00,103
2021-03-09 09:14:00,103
2021-03-09 07:31:00,103
2021-03-10 08:20:00,102
2021-03-09 19:26:00,102
2021-03-08 22:29:00,102
2021-03-10 09:48:00,102
2021-03-08 20:22:00,102
2021-03-09 19:10:00,102
2021-03-10 09:24:00,102
2021-03-09 19:57:00,102
2021-03-09 19:41:00,102
2021-03-09 19:25:00,102
2021-03-09 08:53:00,102
2021-03-08 21:33:00,102
2021-03-08 10:00:00,102
2021-03-09 06:47:00,102
2021-03-08 20:42:00,102
2021-03-08 22:06:00,102
2021-03-08 21:39:00,102
2021-03-08 20:28:00,102
2021-03-10 08:44:00,102
2021-03-08 22:27:00,101
2021-03-09 04:19:00,101
2021-03-10 06:54:00,101
2021-03-09 09:17:00,101
2021-03-10 11:08:00,101
2021-03-08 21:43:00,101
2021-03-10 07:53:00,101
2021-03-09 06:35:00,101
2021-03-10 07:25:00,101
2021-03-10 08:58:00,101
2021-03-09 09:45:00,101
2021-03-10 08:18:00,101
2021-03-09 07:37:00,101
2021-03-10 10:04:00,101
2021-03-09 06:38:00,101
2021-03-08 22:22:00,101
2021-03-10 09:58:00,101
2021-03-08 20:27:00,101
2021-03-09 19:39:00,101
2021-03-09 06:46:00,101
2021-03-10 08:24:00,101
2021-03-10 07:43:00,101
2021-03-09 07:01:00,101
2021-03-09 03:56:00,101
2021-03-10 09:07:00,101
2021-03-08 22:07:00,101
2021-03-09 19:38:00,101
2021-03-09 09:07:00,101
2021-03-09 07:51:00,100
2021-03-10 05:28:00,100
2021-03-10 08:26:00,100
2021-03-08 22:32:00,100
2021-03-08 21:11:00,100
2021-03-09 09:06:00,100
2021-03-10 07:17:00,100
2021-03-10 09:22:00,100
2021-03-10 07:26:00,100
2021-03-09 07:35:00,100
2021-03-10 09:12:00,100
2021-03-09 07:34:00,100
2021-03-10 06:47:00,100
2021-03-08 21:18:00,100
2021-03-09 07:12:00,100
2021-03-09 07:20:00,100
2021-03-09 07:29:00,100
2021-03-08 21:31:00,100
2021-03-10 09:10:00,100
2021-03-09 05:16:00,100
2021-03-10 08:51:00,100
2021-03-09 08:55:00,100
2021-03-09 07:15:00,100
2021-03-09 06:12:00,100
2021-03-10 10:54:00,100
2021-03-09 04:28:00,100
2021-03-09 06:52:00,100
2021-03-10 10:07:00,100
2021-03-09 08:10:00,100
2021-03-10 07:49:00,99
2021-03-08 21:23:00,99
2021-03-10 07:52:00,99
2021-03-10 10:28:00,99
2021-03-10 09:56:00,99
2021-03-09 09:22:00,99
2021-03-09 09:29:00,99
2021-03-08 21:48:00,99
2021-03-10 08:04:00,99
2021-03-10 10:50:00,99
2021-03-09 05:47:00,99
2021-03-09 05:48:00,99
2021-03-09 18:54:00,99
2021-03-09 06:29:00,99
2021-03-09 08:38:00,99
2021-03-09 18:00:00,99
2021-03-10 07:59:00,99
2021-03-10 08:33:00,99
2021-03-09 06:23:00,99
2021-03-09 10:30:00,99
2021-03-08 21:02:00,99
2021-03-10 07:47:00,99
2021-03-08 20:02:00,99
2021-03-08 19:37:00,99
2021-03-09 08:57:00,99
2021-03-08 19:31:00,99
2021-03-08 22:51:00,98
2021-03-09 18:56:00,98
2021-03-10 08:03:00,98
2021-03-10 11:01:00,98
2021-03-09 19:22:00,98
2021-03-08 20:12:00,98
2021-03-10 06:37:00,98
2021-03-10 08:48:00,98
2021-03-08 20:59:00,98
2021-03-10 10:24:00,98
2021-03-08 21:42:00,98
2021-03-10 08:19:00,98
2021-03-08 21:25:00,98
2021-03-10 10:32:00,98
2021-03-08 20:01:00,98
2021-03-08 22:34:00,98
2021-03-09 19:03:00,98
2021-03-10 06:29:00,98
2021-03-10 11:20:00,98
2021-03-10 08:23:00,98
2021-03-09 09:31:00,98
2021-03-10 11:32:00,98
2021-03-10 09:06:00,98
2021-03-10 06:39:00,98
2021-03-10 08:45:00,98
2021-03-09 07:14:00,98
2021-03-10 10:43:00,98
2021-03-09 15:00:00,98
2021-03-09 09:18:00,97
2021-03-09 07:32:00,97
2021-03-10 09:05:00,97
2021-03-09 19:08:00,97
2021-03-10 09:29:00,97
2021-03-10 07:39:00,97
2021-03-08 20:51:00,97
2021-03-09 19:37:00,97
2021-03-10 10:02:00,97
2021-03-10 07:07:00,97
2021-03-10 09:45:00,97
2021-03-08 20:52:00,97
2021-03-10 09:08:00,97
2021-03-10 09:47:00,97
2021-03-08 21:34:00,97
2021-03-09 10:12:00,97
2021-03-09 07:41:00,97
2021-03-09 19:43:00,97
2021-03-08 20:10:00,97
2021-03-10 07:27:00,97
2021-03-10 08:11:00,97
2021-03-09 07:40:00,97
2021-03-09 07:36:00,97
2021-03-08 21:10:00,97
2021-03-10 08:12:00,97
2021-03-08 20:21:00,97
2021-03-08 20:50:00,97
2021-03-10 09:44:00,97
2021-03-10 10:14:00,96
2021-03-10 09:14:00,96
2021-03-09 09:23:00,96
2021-03-08 21:17:00,96
2021-03-09 06:10:00,96
2021-03-10 06:36:00,96
2021-03-09 10:20:00,96
2021-03-10 09:37:00,96
2021-03-09 08:17:00,96
2021-03-09 06:53:00,96
2021-03-10 11:02:00,96
2021-03-10 06:20:00,96
2021-03-09 09:24:00,96
2021-03-08 19:30:00,96
2021-03-10 11:30:00,96
2021-03-09 19:14:00,96
2021-03-09 09:27:00,96
2021-03-08 20:38:00,96
2021-03-08 22:14:00,96
2021-03-10 13:00:00,96
